"Wing slice (x=10): z_over_c","Wing slice (x=10): Wall Shear Stress: Magnitude (Pa)","Wing slice (x=10): z_over_c","Wing slice (x=10): Position[Y] (m)"
0.4726197939574206,11.773120078235449,0.4726197939574206,-28.630183966320978
0.4873754305723921,11.745535193119828,0.4873754305723921,-28.631083261341153
0.5021482442103391,11.610464979066444,0.5021482442103391,-28.631354060255497
0.5169328264327646,11.001366188665099,0.5169328264327646,-28.63102517067515
0.5317280258471158,10.482662993495218,0.5317280258471158,-28.63047599684254
0.5465368584665953,10.251540055787919,0.5465368584665953,-28.629864969300268
0.5613502070171705,10.029875716801765,0.5613502070171705,-28.629328425971202
0.5761583535400803,10.096925161114685,0.5761583535400803,-28.628838092126713
0.8320990657045257,0.03040838457593162,0.8320990657045257,-28.47591410991364
0.5909546647847819,10.059280969616342,0.5909546647847819,-28.628171081779215
0.8267741240089919,0.5411344279422016,0.8267741240089919,-28.475818897294033
0.6057386253089732,9.958034892479173,0.6057386253089732,-28.627201005295962
0.8230700013729972,0.9008593314720406,0.8230700013729972,-28.47575266572951
0.6205053479732499,9.728495285307567,0.6205053479732499,-28.625820592386585
0.8177185651745589,1.769170574303233,0.8177185651745589,-28.475656979374943
0.810312768423401,2.0165199366245354,0.810312768423401,-28.47552456002666
0.6499703362835589,9.058378655539897,0.6499703362835589,-28.621792114292106
0.6352491454718248,9.295729476645008,0.6352491454718248,-28.624075569030033
0.7990284264376868,1.7886476918919778,0.7990284264376868,-28.475307033771415
0.689471181799135,7.6682096116111405,0.689471181799135,-28.61432519965851
0.6791860452385379,7.846821269698258,0.6791860452385379,-28.616345335632026
0.6646501988711933,8.351189694667003,0.6646501988711933,-28.619092346036858
0.7839955588193561,1.5138976259620374,0.7839955588193561,-28.47493677060494
0.7067232117072564,7.295667130805444,0.7067232117072564,-28.61063850775757
0.6965249766388979,7.21477662166898,0.6965249766388979,-28.612885498091146
0.7678283775573078,1.2782034539854472,0.7678283775573078,-28.47443449350735
0.7348120640207512,0.5934998240827273,0.7348120640207512,-28.59242008662858
0.7299538687458522,7.952725594079547,0.7299538687458522,-28.605028842324735
0.719018495317556,6.367125884953902,0.719018495317556,-28.607715353200724
0.7470419137412279,0.20567024318201801,0.7470419137412279,-28.47374007719366
0.7348124586114295,2.9623653577021187,0.7348124586114295,-28.548879095115858
0.7348129978213294,0.5343893282693227,0.7348129978213294,-28.49503348616922
0.30937018873135713,21.198359925095303,0.30937018873135713,-27.946891605816575
0.32405258845633966,22.146376917842616,0.32405258845633966,-27.946203802680323
0.338755755698962,21.297233830861423,0.338755755698962,-27.946266109625824
0.45599138779173387,17.01151818660748,0.45599138779173387,-27.97778321265625
0.4411402017997048,17.51444076234156,0.4411402017997048,-27.971123036951944
0.39732933801316506,20.63855974423842,0.39732933801316506,-27.95331260177644
0.38268804729667494,23.59152755068446,0.38268804729667494,-27.949598141257816
0.36804811810431204,21.401398277833152,0.36804811810431204,-27.947363096540307
0.35344534908846015,21.650547195666334,0.35344534908846015,-27.946651760087605
0.47075246788197944,17.20660804491289,0.47075246788197944,-27.98495734963771
0.4263936898978642,18.48459226216477,0.4263936898978642,-27.964617099476396
0.4118619335163203,21.43083759125301,0.4118619335163203,-27.958318837820343
0.48553898727983835,16.08826698327117,0.48553898727983835,-27.99261876076642
0.5003400133027469,15.742692739922521,0.5003400133027469,-28.00020754807869
0.5152647243570883,15.811992184849402,0.5152647243570883,-28.00787849025857
0.5300534517367623,15.834084961523105,0.5300534517367623,-28.015682953656384
0.5445602407916468,15.796149631471481,0.5445602407916468,-28.02374747904003
0.559345026794901,15.377463266874182,0.559345026794901,-28.032520887368563
0.5742926773943964,14.79857039350296,0.5742926773943964,-28.041763890212096
0.5890940038648864,14.349317570968344,0.5890940038648864,-28.050693658311303
0.6038513140874073,14.579887064648114,0.6038513140874073,-28.0592093303253
0.6186870802929079,15.8473588799396,0.6186870802929079,-28.068778420150757
0.6333263454125841,14.16117345815944,0.6333263454125841,-28.079308996558275
0.6480253887898186,13.469412002245175,0.6480253887898186,-28.089869768005933
0.6629661412002861,13.345501919480666,0.6629661412002861,-28.1004622107955
